# Eigenmode: 7
# Frequency: 1.41
# Period: 0.71
# x0 x y z 
0.00000000, 0.00000000, 0.00000000, 0.00000000
7.50000000, 7.50000000, -0.00000000, 0.00000000
15.00000000, 15.00000000, -0.00000000, 0.00000000
22.50000000, 22.50000000, -0.00000000, -0.00000000
30.00000000, 30.00000000, -0.00000000, -0.00000000
37.50000000, 37.50000000, -0.00000000, -0.00000000
45.00000000, 45.00000000, -0.00000000, -0.00000000
52.50000000, 52.50000000, -0.00000000, -0.00000000
60.00000000, 60.00000000, -0.00000000, -0.00000000
67.50000000, 67.50000000, -0.00000000, -0.00000000
75.00000000, 75.00000000, -0.00000000, -0.00000000
82.50000000, 82.50000000, -0.00000000, -0.00000000
90.00000000, 90.00000000, -0.00000000, -0.00000000
97.50000000, 97.50000000, -0.00000000, 0.00000000
105.00000000, 105.00000000, -0.00000000, 0.00000000
112.50000000, 112.50000000, -0.00000000, 0.00000000
120.00000000, 120.00000000, -0.00000000, 0.00000000
127.50000000, 127.50000000, -0.00000000, 0.00000000
135.00000000, 135.00000000, 0.00000000, 0.00000000
142.50000000, 142.50000000, 0.00000000, 0.00000000
150.00000000, 150.00000000, 0.00000000, 0.00000000
157.50000000, 157.50000000, 0.00000000, 0.00000000
165.00000000, 165.00000000, 0.00000000, 0.00000000
172.50000000, 172.50000000, 0.00000000, -0.00000000
180.00000000, 180.00000000, 0.00000000, -0.00000000
