# Dyanimc Analyis: Deformation at t = 450.15 [s]
# x0 x y z 
0.00000000, 0.00000000, 0.00000000, 0.00000000
7.50000000, 7.50000023, 0.00001662, -0.00001406
15.00000000, 15.00000046, 0.00005476, -0.00004979
22.50000000, 22.50000069, 0.00011275, -0.00010606
30.00000000, 30.00000092, 0.00018897, -0.00018170
37.50000000, 37.50000114, 0.00028180, -0.00027555
45.00000000, 45.00000134, 0.00038970, -0.00038644
52.50000000, 52.50000154, 0.00051113, -0.00051323
60.00000000, 60.00000172, 0.00064462, -0.00065476
67.50000000, 67.50000192, 0.00079315, -0.00081571
75.00000000, 75.00000210, 0.00095668, -0.00099854
82.50000000, 82.50000226, 0.00113317, -0.00120121
90.00000000, 90.00000238, 0.00132070, -0.00142170
97.50000000, 97.50000248, 0.00151748, -0.00165802
105.00000000, 105.00000254, 0.00172191, -0.00190819
112.50000000, 112.50000257, 0.00193249, -0.00217028
120.00000000, 120.00000258, 0.00214792, -0.00244238
127.50000000, 127.50000255, 0.00236933, -0.00272746
135.00000000, 135.00000250, 0.00259567, -0.00302536
142.50000000, 142.50000245, 0.00282551, -0.00333299
150.00000000, 150.00000239, 0.00305765, -0.00364755
157.50000000, 157.50000233, 0.00329110, -0.00396661
165.00000000, 165.00000228, 0.00352507, -0.00428813
172.50000000, 172.50000224, 0.00375908, -0.00461046
180.00000000, 180.00000222, 0.00399278, -0.00493241
