# Static Analysis# x0 x y z 
0.00000000 0.00000000 0.00000000 0.00000000
7.50000000 7.50000005 0.00001326 0.00000160
15.00000000 15.00000009 0.00004187 0.00000438
22.50000000 22.50000013 0.00008436 0.00000803
30.00000000 30.00000017 0.00013932 0.00001228
37.50000000 37.50000020 0.00020543 0.00001685
45.00000000 45.00000024 0.00028144 0.00002155
52.50000000 52.50000028 0.00036621 0.00002626
60.00000000 60.00000031 0.00045870 0.00003091
67.50000000 67.50000035 0.00056084 0.00003549
75.00000000 75.00000040 0.00067244 0.00003992
82.50000000 82.50000044 0.00079217 0.00004426
90.00000000 90.00000049 0.00091889 0.00004866
97.50000000 97.50000053 0.00105158 0.00005330
105.00000000 105.00000057 0.00118927 0.00005837
112.50000000 112.50000061 0.00133115 0.00006394
120.00000000 120.00000065 0.00147642 0.00007003
127.50000000 127.50000071 0.00162592 0.00007693
135.00000000 135.00000076 0.00177901 0.00008492
142.50000000 142.50000082 0.00193473 0.00009395
150.00000000 150.00000087 0.00209223 0.00010381
157.50000000 157.50000093 0.00225082 0.00011416
165.00000000 165.00000098 0.00240989 0.00012464
172.50000000 172.50000105 0.00256904 0.00013509
180.00000000 180.00000112 0.00272796 0.00014551
